Gene	P-value
SNORD35A	0.036978985392184874
RPS11	0.018019669469886767
IRF3	0.009623885285284565
PRMT1	0.004599221234611047
AP2A1	0.09724656329405754
TBC1D17	0.05237215844316164
NUP62	0.041483749791168145
ZNF473	0.03578161404743038
KCNC3	0.08304308903254407
EMC10	6.361665604915339e-05
SHANK1	0.015934763045340146
SIGLEC8	0.006727908824968941
SPACA6P-AS	0.0809593165701941
FPR2	0.07636643863576575
ZNF577	0.07224954677302016
ZNF350	0.05201052691626039
ZNF616	0.09809297124784064
PPP2R1A	0.011921038399703456
CTD-2525I3.5	0.05475721027497578
ZNF137P	0.09364429828254002
ZNF347	0.05796663800965384
ZNF331	0.047072185821060555
RNU6-980P	0.08874097344732841
SEPT7P8	0.06568554464080277
AC008753.3	0.04679079510244834
AC008753.4	0.06483510697504447
CACNG8	0.01712434442191176
NDUFA3	0.006257065890024619
PRPF31	0.01220627481439192
LENG1	0.06980754656987206
TMC4	0.09501801720156497
TSEN34	0.0438928052292157
KIR3DL2	0.07864055614855256
NLRP7	0.0011250651862168733
NLRP2	1.1317888927151825e-05
PPP1R12C	0.04787295710154637
PPP6R1	0.05132625973109308
BRSK1	0.015399409011088917
COX6B2	6.218546661245381e-07
TMEM238	0.00808528305100814
RPL28	0.009019894563840402
ZNF628	0.010967253156539193
ZNF580	0.04264644838033758
ZNF581	0.007577275514527025
U2AF2	0.011977631724087284
NLRP4	0.09634707802799004
AC007228.11	0.03032971667803745
SIGLEC31P	0.09790334483612094
ZNF835	0.054426157921235375
ZNF543	0.05715465761920433
ZNF547	0.004356494353903765
ZNF776	0.008555473689064157
ZNF417	0.08380884392531518
ZNF606	0.04270010297974225
A1BG-AS1	0.058727526712259115
CTD-2619J13.5	0.06616203943241727
RPS5	0.04381869550368113
TRIM28	0.009598168688335152
UBE2M	0.00802883842220572
MZF1	0.009495641496549058
CSNK2A1	0.06321981050731555
SRXN1	0.057887537807645946
FAM110A	0.002656285966702171
PSMF1	0.09728960906433404
SDCBP2-AS1	0.008824365725748032
RP11-314N13.3	0.013525586820277508
SIRPB2	0.0834925976615359
SIRPG-AS1	0.08016831531241386
SIRPB3P	0.06481058736780555
RP4-673D20.3	0.0006119457923770953
RP5-968J1.1	0.09191685013351782
SIRPA	0.07247904411478541
SNRPB	0.0129699990509597
IDH3B	0.0003907259327988323
DDRGK1	0.00953935409003952
ITPA	0.03736889612047895
RNF24	0.01798814995619231
TMEM230	0.04399404656592763
LINC00654	0.038101559821108404
TMX4	0.034216771633585046
SLX4IP	0.04550737871676553
RALGAPA2	0.053050101989803984
RP4-753D10.5	0.0062339965399660436
NXT1	0.03943791134047066
CST3	0.007383061549168951
ABHD12	0.02133285544168278
FRG1CP	9.16365311338496e-08
LINC01597	6.989986485174332e-17
FRG1BP	5.108651452407093e-18
HM13	0.0038247196520359568
COMMD7	0.013052665483869932
NECAB3	0.09921511661291392
CHMP4B	0.01712434442191176
GSS	0.04272981384678705
MMP24-AS1	0.05478107109494985
EIF6	0.07538346524243893
CEP250	0.07247665670845083
ERGIC3	0.00022986302196484421
TGIF2	0.03917472389197775
SLA2	0.03351632962641868
DSN1	0.01018948998814333
SRC	0.01369402261873843
CTNNBL1	0.015155162848047788
SNORA71B	0.08505092944744083
PPP1R16B	0.03984712025454383
MAFB	0.08570360175982339
IFT52	0.02923088283025119
OSER1-AS1	0.04694517623549426
TTPAL	0.0893456953305086
TP53TG5	0.039646824791594586
PIGT	0.0007209936769993441
ZNF335	0.001327429750406543
RPL13P2	0.07653510894130496
SULF2	0.0020021533725279803
CTD-2653D5.1	0.07454268315646648
DDX27	0.026860321079001923
KCNB1	0.0897250135796652
SLC9A8	0.08130327506126495
SNAI1	0.08215750483412358
TMEM189	0.005308383733444613
CEBPB-AS1	0.0019730973834595376
LINC01270	0.014225088404740899
LINC01271	0.0032195038534426745
PARD6B	0.08874097344732841
NFATC2	0.08983616330953309
ZNF217	0.02427052136376113
SUMO1P1	0.0006119457923770953
RP5-1153D9.5	0.015531355412368183
FAM209A	0.010244058253861732
FAM209B	0.04110052257392209
RP4-800J21.3	0.0438928052292157
PMEPA1	0.00953935409003952
NKILA	0.09548952172714444
VAPB	0.0048158418368691855
NELFCD	0.034216771633585046
EDN3	0.0864294299912838
SYCP2	0.013486066060899218
PPP1R3D	0.08586762625062073
C20orf197	0.07290040550385068
RP5-1017F8.2	0.05968121069851633
CDH4	0.040685546910995865
RP13-30A9.1	0.07899723826821962
RP11-93B14.4	0.05365250647751643
LINC00659	0.03656445558119315
ARFGAP1	0.0048158418368691855
CHRNA4	0.039834610846597375
PPDPF	0.09592855066489789
RTEL1	0.007972660454011543
ARFRP1	0.020493535141334288
LIME1	0.03351632962641868
SLC2A4RG	0.07447790099655653
UCKL1	0.03989929348201224
PRPF6	0.08628490652679273
CH507-42P11.8	0.037401861649447504
CH507-396I9.7	0.03975015772240519
SAMSN1	0.03510057783043509
C21orf91	0.07727586313824539
RPL10P1	0.08955905455148107
BACH1	0.047696269968253054
C21orf62-AS1	0.09752114824321328
C21orf62	0.0971549631867366
IL10RB	0.011776453969700841
IFNAR1	0.07907569613010564
KCNJ15	0.06397238363238272
AF064858.8	0.08678788207297919
AF064858.11	0.06266397563350427
BACE2	0.09373493801380532
WDR4	0.03468856890486556
PKNOX1	0.0046854900555382975
LINC01679	0.09216626280945722
AGPAT3	0.02128407487276956
AP001056.1	0.04396540781630735
ICOSLG	0.09226189228165545
PFKL	0.004599221234611047
C21orf2	0.09531771541227063
TSPEAR	0.004914300666318758
TSPEAR-AS1	0.0050990488642424295
TSPEAR-AS2	0.018170688359942032
SUMO3	0.03169082533116805
POFUT2	0.04075856138086947
PCBP3-OT1	0.04061952059774461
LSS	0.008777955333924881
DSTNP1	0.055112757423211374
CECR7	0.008987864840621647
IL17RA	0.02704956501658111
CECR6	0.07653018279283151
LINC01664	0.06120148092257662
PEX26	0.04761461427960983
DGCR9	0.06526543621329561
CA15P1	0.09773862885483885
SLC25A1	0.024568717633589806
C22orf39	0.005549016641919794
TXNRD2	0.023736367229023624
COMT	0.0014765786058509537
ARVCF	0.07847722002258195
TRMT2A	0.018112490975497213
ZDHHC8	0.0114330250868672
DGCR6L	0.07028486010579565
MED15	0.02919919695538847
TMEM191A	0.03784505334511685
PI4KA	0.035353750518894944
AIFM3	0.07737263762728683
LZTR1	0.03579698348807138
HIC2	0.09887176513958659
PI4KAP2	0.05827909739686476
YDJC	0.07099209612915253
MAPK1	0.06067953041249538
RAB36	0.0819367909244215
AP000345.4	0.08536646216987918
SMARCB1	0.009773474024718221
SEZ6L	0.005110022050203056
KREMEN1	0.01220627481439192
AP1B1	0.01968280225786468
NF2	0.08813300285629715
MTMR3	0.053325843320814234
RNU6-331P	0.03579698348807138
TBC1D10A	0.05020373597493812
TUG1	0.04694517623549426
LIMK2	0.0897250135796652
DEPDC5	0.009185846288123481
SYN3	0.07215929108617176
RP5-1119A7.14	0.014252734280204094
TXN2	0.027865295715125082
EIF3D	0.0046854900555382975
CSF2RB	0.06353548598141265
CSF2RBP1	0.03252528892255144
KCTD17	0.012071007134753684
C1QTNF6	0.018407664998219844
GGA1	0.002172413648036795
SH3BP1	0.0169657152235618
Z83844.1	0.039344631783875234
GCAT	0.00953935409003952
EIF3L	0.0008965090974311595
MICALL1	0.08552179398607963
MAFF	0.030174497480855045
CSNK1E	0.07931375440200239
DDX17	0.04143404924806269
CBY1	0.05579379707134333
TOMM22	0.04667975525527794
JOSD1	0.014067839103561844
SUN2	0.09406989310657102
APOBEC3A	0.011977631724087284
APOBEC3B	0.09025977027313188
APOBEC3C	0.037821841886467644
APOBEC3G	0.04220858196288597
RPL3	0.0825212435070879
SNORD83A	0.08998630036975369
SYNGR1	0.08599888353624734
SGSM3	0.08874097344732841
EP300	0.01220222894617773
ACO2	0.009623885285284565
DESI1	0.04082170151783758
XRCC6	0.00533073271011949
SNU13	0.0435633583275234
CCDC134	0.07000831787512313
RP5-821D11.7	0.07764208188099278
SREBF2	0.04228302499813501
SMDT1	0.07207416290153126
RRP7A	0.01026512549250386
ARFGAP3	0.0783783356390259
TTLL1	0.060645750650386
SAMM50	0.01859639964427919
RP4-671O14.6	0.03579698348807138
KIAA1644	0.043746266314675694
LDOC1L	0.03317802428088885
PRR5	0.031233360118892682
NUP50	0.047502418784829456
PRR34-AS1	0.005110022050203056
TTC38	0.014500178100995418
CITF22-49E9.3	0.05333643636823034
PANX2	0.06725435463021714
TUBGCP6	0.021748123402912
MAPK11	0.021678831451477035
PLXNB2	0.04585658963844563
DENND6B	0.020167333270622322
SBF1	0.008855255199269552
ADM2	0.06725435463021714
LMF2	0.0009832444375133741
NCAPH2	0.03184952036371805
PLCXD1	0.046029796422002986
GTPBP6	1.1838532497192449e-05
RP11-309M23.1	1.7285064637705568e-06
CRLF2	0.0231125376882099
IL3RA	0.0048158418368691855
SLC25A6	1.0901470067984209e-06
ASMTL-AS1	0.08971878527792072
ASMTL	0.0652401858616968
P2RY8	0.042318188009393916
AKAP17A	0.00392208808033912
ASMT	0.011977631724087284
RP13-297E16.4	0.053198128838985
CD99P1	0.03595218184889545
CD99	1.594114691263421e-08
XG	0.08227772570532535
ARSD	7.27816545696948e-17
ARSH	0.013052665483869932
ARSF	0.04422904725633514
RN7SL578P	0.06986288513827173
PRKX	0.0009618046612125681
RP11-706O15.1	1.6401566785492824e-13
RP11-706O15.3	0.013052665483869932
RP11-706O15.7	0.05461862790725016
PUDP	1.4787613975209207e-15
STS	0.00017744786748082958
VCX	0.02678031169207593
PNPLA4	9.150425300848788e-14
GS1-590J6.3	0.05988731951298223
MSL3	0.018074258475679374
TLR8-AS1	0.036289898221405784
RP11-791M20.1	0.011047381344186685
LINC01203	0.036642263291874706
TRAPPC2	0.0005751865750123342
OFD1	0.07276678251741321
MOSPD2	0.020493535141334288
ACE2	0.04694517623549426
CA5B	0.00014467311670655908
ZRSR2	2.7356524763639128e-11
TXLNG	2.9322219833279705e-12
BEND2	0.0045229181851027785
CDKL5	0.03267276965026138
CXorf23	0.021212898732764007
MAP7D2	1.848267173039121e-75
EIF1AX	1.5882345580194062e-43
RPS6KA3	0.011797800627540982
EIF2S3	1.410044476403761e-38
ZFX	4.1822779309545835e-40
SUPT20HL2	0.0004786490285884707
MAGEB18	0.0694548319682368
CXorf21	0.008555473689064157
GK	0.01830092849547652
GK-AS1	0.08913271457893492
RNU6-49P	0.06658319170906031
RPGR	0.012244045770725465
FTLP16	0.08806684140361198
CXorf38	2.4561746671220968e-14
USP9X	0.048542834336619656
DDX3X	6.727805602523417e-11
NYX	4.675665941906302e-62
PPP1R2P9	4.893257636450754e-17
EFHC2	2.3412962447376674e-05
RRM2P3	0.0423046211500656
FUNDC1	1.1542148943760057e-07
KDM6A	8.948114414375586e-59
CXorf36	7.346693093637128e-05
RP11-342D14.1	2.471447296390034e-31
LINC01204	2.3412962447376674e-05
KRT8P14	0.06320225902249393
ZNF674-AS1	0.09037441243088205
CHST7	0.08284596214111864
RP2	0.030621348777347412
NDUFB11	0.0030096938974327092
UBA1	0.02500138878169153
INE1	0.015239710816021755
RP11-571E6.1	0.03663821324600748
RN7SL785P	0.09961032294682555
ZNF157	0.014067839103561844
ARAF	0.09682672446842883
ELK1	0.01662204317988339
UXT	0.07538346524243893
ZNF81	0.03184385343944739
ZNF182	0.021382017089977622
FTSJ1	0.05191564716631104
PORCN	0.02136006660478165
TBC1D25	0.090102132589672
PQBP1	0.0015219084754213815
GPKOW	0.03704005351316126
PRICKLE3	0.06620654472546836
CCDC22	0.0048158418368691855
FOXP3	0.0336254031811019
DGKK	0.0018481126350572356
SHROOM4	0.007377892933640654
RP11-258C19.4	0.059606034290141115
KDM5C	1.097073469468951e-15
IQSEC2	0.06554424536892134
SMC1A	1.0853531334290065e-27
HSD17B10	0.05180097756717935
TSR2	0.06361128063758939
MAGED2	0.011977815022245718
APEX2	0.08665846893736175
NBDY	0.023290367548778102
MORF4L1P5	0.031604572780638815
RP6-159A1.4	0.0198600166090423
RP11-30M20.1	1.962346963536349e-14
EIF4BP9	1.376207938031111e-23
HEPH	2.346106429649629e-44
FAM155B	0.06361128063758939
PDZD11	0.055112757423211374
NLGN3	0.06183076071164283
NONO	0.013372528786649263
AL590762.7	0.038348661547668084
NHSL2	0.0864294299912838
ERCC6L	7.734827302378875e-14
RPS4X	7.38199832446604e-05
TSIX	4.925228261142083e-91
XIST	2.0591342745925808e-81
JPX	2.1138678950023948e-14
FTX	0.011021380771502285
RP13-33H18.1	0.00022986302196484421
RAB11FIP1P1	0.0970140727701448
RP3-368A4.6	0.03795959968342909
CHM	0.053908303365821926
RP13-348B13.2	0.0956808033127142
XKRX	0.047086925913711705
HNRNPH2	0.09531771541227063
ARMCX6	0.058727526712259115
TCP11X1	0.08708111106238882
MORF4L2-AS1	0.029777965419829976
TBC1D8B	0.0215385287094257
TSC22D3	0.0692237420024617
ACSL4	0.06378644155368923
TRPC5OS	0.00014467311670655908
DOCK11	0.06250297288051634
IL13RA1	0.014602013715997232
RP13-128O4.3	0.0030000854218109017
SLC25A43	0.023347826121932806
SLC25A5	0.008451455012688089
RNF113A	0.0942811453383337
RHOXF1P2	0.036978985392184874
LAMP2	0.054702639121272094
CUL4B	0.08417663469315095
TENM1	0.07169600464943028
TEX13C	0.005188099250638062
XPNPEP2	0.053088298854108464
FAM127A	0.07169600464943028
RBMX	0.05561100739927119
MCF2	0.023696737423695307
LDOC1	0.020598273771325375
CXorf40B	0.06670033941982276
MAMLD1	0.06976101310847643
MTM1	0.04270010297974225
PNMA5	0.001153440443072804
PNMA3	0.01216768871464423
PNMA6A	0.0699348194580115
IDH3G	0.0009822149817017723
SSR4	0.01968280225786468
IRAK1	0.005007864510058441
FLNA	0.016796381339749287
EMD	0.0575336460481258
RPL10	0.017845745327221305
FAM50A	0.03840756659175392
LAGE3	0.03173982498678937
SLC10A3	0.012234406749450965
FAM3A	0.0048158418368691855
F8	0.033331439377222875
FUNDC2	0.05635486354017736
TMLHE-AS1	0.041412606809480744
SPRY3	0.038348661547668084
IL9R	0.007148068453803969
WASH6P	0.06699005353997046
SRY	1.5276654824330533e-05
RNASEH2CP1	0.009844518210605648
RPS4Y1	1.4210181831555074e-197
HSFY3P	0.0008288106527327902
NAP1L1P2	0.013369398796389197
RP11-414C23.1	1.2247355329488183e-39
ZFY	5.641550454951207e-106
ZFY-AS1	3.0374690681835097e-19
LINC00278	8.732570466847601e-91
AC010084.1	4.650779309877463e-06
TBL1Y	0.024946445477219484
PRKY	2.842951083809367e-123
RN7SKP282	0.06266397563350427
RFTN1P1	0.0015783365768045371
ZNF736P7Y	0.08672508792308015
MAFIP	1.0023092388156033e-07
SNX18P1Y	0.08552479097361357
GYG2P1	1.0325654333180913e-09
SHROOM2P1	5.6607689758534674e-05
TTTY15	7.332931681841749e-116
USP9Y	2.332367655683781e-100
CDY4P	1.0732443892613635e-05
DDX3Y	6.676312399468199e-100
CASKP1	0.0809593165701941
TAB3P1	0.004942619558206315
DPPA2P1	0.0006867353946787634
UTY	5.4470414138831044e-222
PSMA6P1	0.009495641496549058
TMSB4Y	3.1872759664026116e-95
ANOS2P	3.0921683056496987e-109
NLGN4Y	5.7932377352866096e-27
FAM224B	0.010244058253861732
TTTY14	2.846526485756766e-99
ZNF839P1	0.0003214252999175843
BCORP1	5.6568658536555603e-73
TXLNGY	7.358686636356473e-129
RP11-576C2.1	2.7019898627490026e-12
RP11-424G14.1	1.111830717152535e-80
KDM5D	1.6910247740249987e-171
TTTY10	2.5709349926443472e-77
KDM5DP1	0.0018251268787020615
EIF1AY	4.463228914206162e-26
TBL1YP1	1.0824251872539361e-08
RPS4Y2	2.847292048194086e-25
TMEM167AP1	0.04992900186158916
RP11-65G9.1	1.2122878888057522e-15
TOMM22P1	0.002323615087222297
NEFLP1	3.0374690681835097e-19
AC010086.1	1.2349912145138814e-33
PRORY	0.06496456317036678
MT-CO1	0.010004175712452663
MT-ATP8	0.02801204701228561
MT-ND4L	0.02128407487276956
MT-ND5	0.03912703804922809
MT-ND6	0.09458613056815728
